"";"ordre_punt";"location_x";"location_y";"location_z";"cursa_id";"distancia_desde_inici"
"68";68;-3,79876376933962;37,7777566891509;525,888679245283;"UOCTFG1";332,924915972015
"69";69;-3,79870758679245;37,7777516830189;525,77358490566;"UOCTFG1";337,893955865156
"70";70;-3,79865140424528;37,7777466768868;525,658490566038;"UOCTFG1";342,862996091822
"71";71;-3,79859522169811;37,7777416707547;525,543396226415;"UOCTFG1";347,832036650934
"72";72;-3,79853903915094;37,7777366646226;525,428301886792;"UOCTFG1";352,801077541944
"73";73;-3,79848285660377;37,7777316584906;525,31320754717;"UOCTFG1";357,770118764232
"74";74;-3,7984266740566;37,7777266523585;525,198113207547;"UOCTFG1";362,739160320021
"75";75;-3,79837049150943;37,7777216462264;525,083018867924;"UOCTFG1";367,70820220816
"76";76;-3,79831430896226;37,7777166400943;524,967924528302;"UOCTFG1";372,677244428332
"77";77;-3,79825812641509;37,7777116339623;524,852830188679;"UOCTFG1";377,646286979845
"78";78;-3,79820194386792;37,7777066278302;524,737735849057;"UOCTFG1";382,615329864613
"79";79;-3,79814576132075;37,7777016216981;524,622641509434;"UOCTFG1";387,58437308178
"80";80;-3,79808957877359;37,777696615566;524,507547169811;"UOCTFG1";392,553416630468
"81";81;-3,79803339622642;37,777691609434;524,392452830189;"UOCTFG1";397,522460510845
"82";82;-3,79797721367925;37,7776866033019;524,277358490566;"UOCTFG1";402,491504724962
"83";83;-3,79792103113208;37,7776815971698;524,162264150943;"UOCTFG1";407,46054927118
"84";84;-3,79786484858491;37,7776765910377;524,047169811321;"UOCTFG1";412,429594149734
"85";85;-3,79780866603774;37,7776715849057;523,932075471698;"UOCTFG1";417,398639359292
"86";86;-3,79775248349057;37,7776665787736;523,816981132076;"UOCTFG1";422,367684902425
"87";87;-3,7976963009434;37,7776615726415;523,701886792453;"UOCTFG1";427,336730777746
"88";88;-3,79764011839623;37,7776565665094;523,58679245283;"UOCTFG1";432,305776985468
"89";89;-3,79758393584906;37,7776515603774;523,471698113208;"UOCTFG1";437,274823523994
"90";90;-3,79752775330189;37,7776465542453;523,356603773585;"UOCTFG1";442,243870396402
"91";91;-3,79747157075472;37,7776415481132;523,241509433962;"UOCTFG1";447,212917600768
"92";92;-3,79741538820755;37,7776365419811;523,12641509434;"UOCTFG1";452,181965137587
"93";93;-3,79735920566038;37,7776315358491;523,011320754717;"UOCTFG1";457,151013005402
"94";94;-3,79730302311321;37,777626529717;522,896226415094;"UOCTFG1";462,120061206782
"95";95;-3,79724684056604;37,7776215235849;522,781132075472;"UOCTFG1";467,089109740418
"96";96;-3,79719065801887;37,7776165174528;522,666037735849;"UOCTFG1";472,058158606201
"97";97;-3,7971344754717;37,7776115113208;522,550943396226;"UOCTFG1";477,027207803098
"98";98;-3,79707829292453;37,7776065051887;522,435849056604;"UOCTFG1";481,99625733355
"99";99;-3,79702211037736;37,7776014990566;522,320754716981;"UOCTFG1";486,965307196262
"100";100;-3,79696592783019;37,7775964929245;522,205660377359;"UOCTFG1";491,934357391219
"101";101;-3,79690974528302;37,7775914867925;522,090566037736;"UOCTFG1";496,903407917276
"102";102;-3,79685356273585;37,7775864806604;521,975471698113;"UOCTFG1";501,872458776713
"103";103;-3,79679738018868;37,7775814745283;521,860377358491;"UOCTFG1";506,841509968632
"104";104;-3,79674119764151;37,7775764683962;521,745283018868;"UOCTFG1";511,810561492822
"105";105;-3,79668501509434;37,7775714622641;521,630188679245;"UOCTFG1";516,77961334905
"106";106;-3,79662883254717;37,7775664561321;521,515094339623;"UOCTFG1";521,748665536487
"107";107;-3,79657265;37,77756145;521,4;"UOCTFG1";526,717718057497
"108";108;-3,79651646745283;37,7775564438679;521,284905660377;"UOCTFG1";531,6867709106
"109";109;-3,79646028490566;37,7775514377359;521,169811320755;"UOCTFG1";536,655824094901
"110";110;-3,79640410235849;37,7775464316038;521,054716981132;"UOCTFG1";541,624877612519
"111";111;-3,79634791981132;37,7775414254717;520,939622641509;"UOCTFG1";546,593931462602
"112";112;-3,79629173726415;37,7775364193396;520,824528301887;"UOCTFG1";551,56298564493
"113";113;-3,79623555471698;37,7775314132075;520,709433962264;"UOCTFG1";556,532040159566
"114";114;-3,79617937216981;37,7775264070755;520,594339622641;"UOCTFG1";561,501095005172
"115";115;-3,79612318962264;37,7775214009434;520,479245283019;"UOCTFG1";566,470150184295
"116";116;-3,79606700707547;37,7775163948113;520,364150943396;"UOCTFG1";571,439205695601
"117";117;-3,7960108245283;37,7775113886792;520,249056603774;"UOCTFG1";576,408261539295
"118";118;-3,79595464198113;37,7775063825472;520,133962264151;"UOCTFG1";581,377317714094
"119";119;-3,79589845943396;37,7775013764151;520,018867924528;"UOCTFG1";586,346374222315
"120";120;-3,79584227688679;37,777496370283;519,903773584906;"UOCTFG1";591,315431062828
"121";121;-3,79578609433962;37,7774913641509;519,788679245283;"UOCTFG1";596,284488235592
"122";122;-3,79572991179245;37,7774863580189;519,67358490566;"UOCTFG1";601,253545739408
"123";123;-3,79567372924528;37,7774813518868;519,558490566038;"UOCTFG1";606,222603576821
"124";124;-3,79561754669811;37,7774763457547;519,443396226415;"UOCTFG1";611,191661746398
"125";125;-3,79556136415094;37,7774713396226;519,328301886792;"UOCTFG1";616,160720248202
"126";126;-3,79550518160377;37,7774663334906;519,21320754717;"UOCTFG1";621,129779081193
"127";127;-3,7954489990566;37,7774613273585;519,098113207547;"UOCTFG1";626,098838247609
"128";128;-3,79539281650943;37,7774563212264;518,983018867925;"UOCTFG1";631,067897746317
"129";129;-3,79533663396226;37,7774513150943;518,867924528302;"UOCTFG1";636,036957577391
"130";130;-3,79528045141509;37,7774463089623;518,752830188679;"UOCTFG1";641,006017739318
"131";131;-3,79522426886792;37,7774413028302;518,637735849057;"UOCTFG1";645,97507823483
"132";132;-3,79516808632075;37,7774362966981;518,522641509434;"UOCTFG1";650,944139062848
"133";133;-3,79511190377359;37,777431290566;518,407547169811;"UOCTFG1";655,913200221981
"134";134;-3,79505572122642;37,777426284434;518,292452830189;"UOCTFG1";660,882261713221
"135";135;-3,79499953867924;37,7774212783019;518,177358490566;"UOCTFG1";665,851323538603
"136";136;-3,79494335613208;37,7774162721698;518,062264150943;"UOCTFG1";670,82038569469
"137";137;-3,79488717358491;37,7774112660377;517,947169811321;"UOCTFG1";675,789448183928
"138";138;-3,79483099103774;37,7774062599057;517,832075471698;"UOCTFG1";680,758511004085
"139";139;-3,79477480849057;37,7774012537736;517,716981132075;"UOCTFG1";685,727574157972
"140";140;-3,7947186259434;37,7773962476415;517,601886792453;"UOCTFG1";690,696637643914
"141";141;-3,79466244339623;37,7773912415094;517,48679245283;"UOCTFG1";695,665701462154
"142";142;-3,79460626084906;37,7773862353774;517,371698113208;"UOCTFG1";700,634765611629
"143";143;-3,79455007830189;37,7773812292453;517,256603773585;"UOCTFG1";705,603830094444
"144";144;-3,79449389575472;37,7773762231132;517,141509433962;"UOCTFG1";710,572894909553
"145";145;-3,79443771320755;37,7773712169811;517,02641509434;"UOCTFG1";715,541960056925
"146";146;-3,79438153066038;37,7773662108491;516,911320754717;"UOCTFG1";720,51102553538
"147";147;-3,79432534811321;37,777361204717;516,796226415094;"UOCTFG1";725,480091347332
"148";148;-3,79426916556604;37,7773561985849;516,681132075472;"UOCTFG1";730,449157491658
"149";149;-3,79421298301887;37,7773511924528;516,566037735849;"UOCTFG1";735,418223968136
"150";150;-3,7941568004717;37,7773461863208;516,450943396226;"UOCTFG1";740,387290775518
"151";151;-3,79410061792453;37,7773411801887;516,335849056604;"UOCTFG1";745,356357916569
"152";152;-3,79404443537736;37,7773361740566;516,220754716981;"UOCTFG1";750,325425389885
"153";153;-3,79398825283019;37,7773311679245;516,105660377359;"UOCTFG1";755,294493195653
"154";154;-3,79393207028302;37,7773261617925;515,990566037736;"UOCTFG1";760,26356133214
"155";155;-3,79387588773585;37,7773211556604;515,875471698113;"UOCTFG1";765,232629802424
"156";156;-3,79381970518868;37,7773161495283;515,760377358491;"UOCTFG1";770,201698604721
"157";157;-3,79376352264151;37,7773111433962;515,645283018868;"UOCTFG1";775,170767739489
"158";158;-3,79370734009434;37,7773061372641;515,530188679245;"UOCTFG1";780,139837206445
"159";159;-3,79365115754717;37,7773011311321;515,415094339623;"UOCTFG1";785,108907004555
"160";160;-3,793594975;37,777296125;515,3;"UOCTFG1";790,077977136013
"161";161;-3,79353879245283;37,7772911188679;515,184905660377;"UOCTFG1";795,047047599799
"162";162;-3,79348260990566;37,7772861127359;515,069811320755;"UOCTFG1";800,016118394621
"163";163;-3,79342642735849;37,7772811066038;514,954716981132;"UOCTFG1";804,985189523044
"164";164;-3,79337024481132;37,7772761004717;514,839622641509;"UOCTFG1";809,954260983685
"165";165;-3,79331406226415;37,7772710943396;514,724528301887;"UOCTFG1";814,923332776484
"166";166;-3,79325787971698;37,7772660882075;514,609433962264;"UOCTFG1";819,892404901799
"167";167;-3,79320169716981;37,7772610820755;514,494339622642;"UOCTFG1";824,861477358037
"168";168;-3,79314551462264;37,7772560759434;514,379245283019;"UOCTFG1";829,830550147579
"169";169;-3,79308933207547;37,7772510698113;514,264150943396;"UOCTFG1";834,799623269603
"170";170;-3,7930331495283;37,7772460636792;514,149056603774;"UOCTFG1";839,768696723909
"171";171;-3,79297696698113;37,7772410575472;514,033962264151;"UOCTFG1";844,737770509202
"172";172;-3,79292078443396;37,7772360514151;513,918867924528;"UOCTFG1";849,706844628085
"173";173;-3,79286460188679;37,777231045283;513,803773584906;"UOCTFG1";854,675919079108
"174";174;-3,79280841933962;37,7772260391509;513,688679245283;"UOCTFG1";859,644993862517
"175";175;-3,79275223679245;37,7772210330189;513,57358490566;"UOCTFG1";864,614068976882
"176";176;-3,79269605424528;37,7772160268868;513,458490566038;"UOCTFG1";869,583144424829
"177";177;-3,79263987169811;37,7772110207547;513,343396226415;"UOCTFG1";874,55222020497
"178";178;-3,79258368915094;37,7772060146226;513,228301886792;"UOCTFG1";879,521296317527
"179";179;-3,79252750660377;37,7772010084906;513,11320754717;"UOCTFG1";884,490372760978
"180";180;-3,7924713240566;37,7771960023585;512,998113207547;"UOCTFG1";889,459449537964
"181";181;-3,79241514150943;37,7771909962264;512,883018867925;"UOCTFG1";894,428526647135
"182";182;-3,79235895896226;37,7771859900943;512,767924528302;"UOCTFG1";899,397604088769
"183";183;-3,79230277641509;37,7771809839623;512,652830188679;"UOCTFG1";904,366681861392
"184";184;-3,79224659386792;37,7771759778302;512,537735849057;"UOCTFG1";909,335759967538
"185";185;-3,79219041132075;37,7771709716981;512,422641509434;"UOCTFG1";914,304838405852
"186";186;-3,79213422877358;37,777165965566;512,307547169811;"UOCTFG1";919,273917176577
"187";187;-3,79207804622642;37,777160959434;512,192452830189;"UOCTFG1";924,242996277269
"188";188;-3,79202186367925;37,7771559533019;512,077358490566;"UOCTFG1";929,212075712545
"189";189;-3,79196568113208;37,7771509471698;511,962264150943;"UOCTFG1";934,181155480097
"190";190;-3,79190949858491;37,7771459410377;511,847169811321;"UOCTFG1";939,150235579698
"191";191;-3,79185331603774;37,7771409349057;511,732075471698;"UOCTFG1";944,119316010459
"192";192;-3,79179713349057;37,7771359287736;511,616981132075;"UOCTFG1";949,08839677477
"193";193;-3,7917409509434;37,7771309226415;511,501886792453;"UOCTFG1";954,057477871544
"194";194;-3,79168476839623;37,7771259165094;511,38679245283;"UOCTFG1";959,026559300262
"195";195;-3,79162858584906;37,7771209103774;511,271698113208;"UOCTFG1";963,995641060127
"196";196;-3,79157240330189;37,7771159042453;511,156603773585;"UOCTFG1";968,964723153481
"197";197;-3,79151622075472;37,7771108981132;511,041509433962;"UOCTFG1";973,933805579091
"198";198;-3,79146003820755;37,7771058919811;510,92641509434;"UOCTFG1";978,90288833696
"199";199;-3,79140385566038;37,7771008858491;510,811320754717;"UOCTFG1";983,871971426029
"200";200;-3,79134767311321;37,777095879717;510,696226415094;"UOCTFG1";988,841054848427
"201";201;-3,79129149056604;37,7770908735849;510,581132075472;"UOCTFG1";993,810138603272
"202";202;-3,79123530801887;37,7770858674528;510,466037735849;"UOCTFG1";998,779222690372
"203";203;-3,7911791254717;37,7770808613208;510,350943396226;"UOCTFG1";1003,74830710831
"204";204;-3,79112294292453;37,7770758551887;510,235849056604;"UOCTFG1";1008,71739185992
"205";205;-3,79106676037736;37,7770708490566;510,120754716981;"UOCTFG1";1013,68647694384
"206";206;-3,79101057783019;37,7770658429245;510,005660377358;"UOCTFG1";1018,65556235992
"207";207;-3,79095439528302;37,7770608367925;509,890566037736;"UOCTFG1";1023,62464810703
"208";208;-3,79089821273585;37,7770558306604;509,775471698113;"UOCTFG1";1028,59373418757
"209";209;-3,79084203018868;37,7770508245283;509,660377358491;"UOCTFG1";1033,56282060051
"210";210;-3,79078584764151;37,7770458183962;509,545283018868;"UOCTFG1";1038,53190734593
"211";211;-3,79072966509434;37,7770408122642;509,430188679245;"UOCTFG1";1043,5009944221
"212";212;-3,79067348254717;37,7770358061321;509,315094339623;"UOCTFG1";1048,47008183192
"213";213;-3,7906173;37,7770308;509,2;"UOCTFG1";1053,43916957387
"214";214;-3,79056247272727;37,7770308;509,427272727273;"UOCTFG1";1058,25786625264
"215";215;-3,79050764545455;37,7770308;509,654545454545;"UOCTFG1";1063,07656293058
"216";216;-3,79045281818182;37,7770308;509,881818181818;"UOCTFG1";1067,89525960928
"217";217;-3,79039799090909;37,7770308;510,109090909091;"UOCTFG1";1072,71395628804
"218";218;-3,79034316363636;37,7770308;510,336363636364;"UOCTFG1";1077,53265296683
"219";219;-3,79028833636364;37,7770308;510,563636363636;"UOCTFG1";1082,35134964468
"220";220;-3,79023350909091;37,7770308;510,790909090909;"UOCTFG1";1087,17004632354
"221";221;-3,79017868181818;37,7770308;511,018181818182;"UOCTFG1";1091,98874300225
"222";222;-3,79012385454545;37,7770308;511,245454545454;"UOCTFG1";1096,80743968096
"223";223;-3,79006902727273;37,7770308;511,472727272727;"UOCTFG1";1101,62613635888
"224";224;-3,7900142;37,7770308;511,7;"UOCTFG1";1106,44483303764
"225";225;-3,78995937272727;37,7770308;511,927272727273;"UOCTFG1";1111,26352971637
"226";226;-3,78990454545455;37,7770308;512,154545454545;"UOCTFG1";1116,08222639419
"227";227;-3,78984971818182;37,7770308;512,381818181818;"UOCTFG1";1120,900923073
"228";228;-3,78979489090909;37,7770308;512,609090909091;"UOCTFG1";1125,71961975179
"229";229;-3,78974006363636;37,7770308;512,836363636364;"UOCTFG1";1130,53831643051
"230";230;-3,78968523636364;37,7770308;513,063636363636;"UOCTFG1";1135,35701310839
"231";231;-3,78963040909091;37,7770308;513,290909090909;"UOCTFG1";1140,17570978715
"232";232;-3,78957558181818;37,7770308;513,518181818182;"UOCTFG1";1144,9944064659
"233";233;-3,78952075454546;37,7770308;513,745454545455;"UOCTFG1";1149,81310314386
"234";234;-3,78946592727273;37,7770308;513,972727272727;"UOCTFG1";1154,63179982258
"235";235;-3,7894111;37,7770308;514,2;"UOCTFG1";1159,45049650131
"236";236;-3,78935978947368;37,7770494210526;513,823684210526;"UOCTFG1";1164,41274165946
"237";237;-3,78930847894737;37,7770680421053;513,447368421053;"UOCTFG1";1169,37498578897
"238";238;-3,78925716842105;37,7770866631579;513,071052631579;"UOCTFG1";1174,3372288827
"239";239;-3,78920585789474;37,7771052842105;512,694736842105;"UOCTFG1";1179,29947094283
"240";240;-3,78915454736842;37,7771239052632;512,318421052632;"UOCTFG1";1184,26171197653
"241";241;-3,7891032368421;37,7771425263158;511,942105263158;"UOCTFG1";1189,22395197295
"242";242;-3,78905192631579;37,7771611473684;511,565789473684;"UOCTFG1";1194,18619093653
"243";243;-3,78900061578947;37,777179768421;511,189473684211;"UOCTFG1";1199,1484288681
"244";244;-3,78894930526316;37,7771983894737;510,813157894737;"UOCTFG1";1204,11066577199
"245";245;-3,78889799473684;37,7772170105263;510,436842105263;"UOCTFG1";1209,07290163893
"246";246;-3,78884668421053;37,7772356315789;510,06052631579;"UOCTFG1";1214,03513647347
"247";247;-3,78879537368421;37,7772542526316;509,684210526316;"UOCTFG1";1218,99737028089
"248";248;-3,7887440631579;37,7772728736842;509,307894736842;"UOCTFG1";1223,9596030501
"249";249;-3,78869275263158;37,7772914947368;508,931578947368;"UOCTFG1";1228,92183478828
"250";250;-3,78864144210526;37,7773101157895;508,555263157895;"UOCTFG1";1233,88406549886
"251";251;-3,78859013157895;37,7773287368421;508,178947368421;"UOCTFG1";1238,84629517195
"252";252;-3,78853882105263;37,7773473578947;507,802631578947;"UOCTFG1";1243,80852381297
"253";253;-3,78848751052632;37,7773659789474;507,426315789474;"UOCTFG1";1248,77075142596
"254";254;-3,7884362;37,7773846;507,05;"UOCTFG1";1253,73297800218
"255";255;-3,78838488947368;37,7774032210526;506,673684210526;"UOCTFG1";1258,69520354701
"256";256;-3,78833357894737;37,7774218421053;506,297368421053;"UOCTFG1";1263,65742806263
"257";257;-3,78828226842105;37,7774404631579;505,921052631579;"UOCTFG1";1268,61965154246
"258";258;-3,78823095789474;37,7774590842105;505,544736842105;"UOCTFG1";1273,58187398887
"259";259;-3,78817964736842;37,7774777052632;505,168421052632;"UOCTFG1";1278,54409540885
"260";260;-3,78812833684211;37,7774963263158;504,792105263158;"UOCTFG1";1283,50631579093
"261";261;-3,78807702631579;37,7775149473684;504,415789473684;"UOCTFG1";1288,46853514119
"262";262;-3,78802571578947;37,777533568421;504,039473684211;"UOCTFG1";1293,43075345923
"263";263;-3,78797440526316;37,7775521894737;503,663157894737;"UOCTFG1";1298,392970749
"264";264;-3,78792309473684;37,7775708105263;503,286842105263;"UOCTFG1";1303,35518700279
"265";265;-3,78787178421053;37,7775894315789;502,910526315789;"UOCTFG1";1308,31740222321
"266";266;-3,78782047368421;37,7776080526316;502,534210526316;"UOCTFG1";1313,27961641653
"267";267;-3,78776916315789;37,7776266736842;502,157894736842;"UOCTFG1";1318,24182957355
"268";268;-3,78771785263158;37,7776452947368;501,781578947368;"UOCTFG1";1323,20404169693
"269";269;-3,78766654210526;37,7776639157895;501,405263157895;"UOCTFG1";1328,16625279374
"270";270;-3,78761523157895;37,7776825368421;501,028947368421;"UOCTFG1";1333,12846285245
"271";271;-3,78756392105263;37,7777011578947;500,652631578947;"UOCTFG1";1338,09067187968
"272";272;-3,78751261052632;37,7777197789474;500,276315789474;"UOCTFG1";1343,05287987874
"273";273;-3,7874613;37,7777384;499,9;"UOCTFG1";1348,01508684123
"274";274;-3,78740999772727;37,7777567090909;499,881818181818;"UOCTFG1";1352,96225763114
"275";275;-3,78735869545455;37,7777750181818;499,863636363636;"UOCTFG1";1357,90942740185
"276";276;-3,78730739318182;37,7777933272727;499,845454545455;"UOCTFG1";1362,85659615599
"277";277;-3,78725609090909;37,7778116363636;499,827272727273;"UOCTFG1";1367,80376389294
"278";278;-3,78720478863636;37,7778299454545;499,809090909091;"UOCTFG1";1372,75093061091
"279";279;-3,78715348636364;37,7778482545454;499,790909090909;"UOCTFG1";1377,69809631082
"280";280;-3,78710218409091;37,7778665636364;499,772727272727;"UOCTFG1";1382,64526099874
"281";281;-3,78705088181818;37,7778848727273;499,754545454545;"UOCTFG1";1387,59242466397
"282";282;-3,78699957954545;37,7779031818182;499,736363636364;"UOCTFG1";1392,53958731139
"283";283;-3,78694827727273;37,7779214909091;499,718181818182;"UOCTFG1";1397,48674894034
"284";284;-3,786896975;37,7779398;499,7;"UOCTFG1";1402,43390955221
"285";285;-3,78684567272727;37,7779581090909;499,681818181818;"UOCTFG1";1407,38106914637
"286";286;-3,78679437045455;37,7779764181818;499,663636363636;"UOCTFG1";1412,32822772207
"287";287;-3,78674306818182;37,7779947272727;499,645454545455;"UOCTFG1";1417,2753852801
"288";288;-3,78669176590909;37,7780130363636;499,627272727273;"UOCTFG1";1422,22254182112
"289";289;-3,78664046363636;37,7780313454545;499,609090909091;"UOCTFG1";1427,16969734411
"290";290;-3,78658916136364;37,7780496545454;499,590909090909;"UOCTFG1";1432,11685184839
"291";291;-3,78653785909091;37,7780679636364;499,572727272727;"UOCTFG1";1437,06400534065
"292";292;-3,78648655681818;37,7780862727273;499,554545454545;"UOCTFG1";1442,01115781007
"293";293;-3,78643525454545;37,7781045818182;499,536363636364;"UOCTFG1";1446,95830926187
"294";294;-3,78638395227273;37,7781228909091;499,518181818182;"UOCTFG1";1451,90545969535
"295";295;-3,78633265;37,7781412;499,5;"UOCTFG1";1456,85260911182
"296";296;-3,78628134772727;37,7781595090909;499,481818181818;"UOCTFG1";1461,79975751008
"297";297;-3,78623004545455;37,7781778181818;499,463636363636;"UOCTFG1";1466,74690489015
"298";298;-3,78617874318182;37,7781961272727;499,445454545455;"UOCTFG1";1471,69405125316
"299";299;-3,78612744090909;37,7782144363636;499,427272727273;"UOCTFG1";1476,64119659804
"300";300;-3,78607613863636;37,7782327454545;499,409090909091;"UOCTFG1";1481,5883409256
"301";301;-3,78602483636364;37,7782510545454;499,390909090909;"UOCTFG1";1486,53548423416
"302";302;-3,78597353409091;37,7782693636364;499,372727272727;"UOCTFG1";1491,48262653036
"303";303;-3,78592223181818;37,7782876727273;499,354545454545;"UOCTFG1";1496,42976780481
"304";304;-3,78587092954545;37,7783059818182;499,336363636364;"UOCTFG1";1501,3769080608
"305";305;-3,78581962727273;37,7783242909091;499,318181818182;"UOCTFG1";1506,3240472984
"306";306;-3,785768325;37,7783426;499,3;"UOCTFG1";1511,27118551913
"307";307;-3,78571702272727;37,7783609090909;499,281818181818;"UOCTFG1";1516,21832272186
"308";308;-3,78566572045455;37,7783792181818;499,263636363636;"UOCTFG1";1521,16545890609
"309";309;-3,78561441818182;37,7783975272727;499,245454545455;"UOCTFG1";1526,1125940735
